claim_id,state,district,anomaly_type,severity,description,evidence
FRA-17788,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-04-15 | Pending for approximately 1238 days
FRA-17790,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-17 | Pending for approximately 901 days
FRA-17793,Gujarat,Bharuch,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-09 | Pending for approximately 483 days
FRA-17797,Madhya Pradesh,Balaghat,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-12 | Pending for approximately 449 days
FRA-17799,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-10-03 | Pending for approximately 1067 days
FRA-17809,Odisha,Mayurbhanj,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-10-28 | Pending for approximately 676 days
FRA-17810,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-29 | Pending for approximately 2105 days
FRA-17815,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-03 | Pending for approximately 1220 days
FRA-17824,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-08-06 | Pending for approximately 2220 days
FRA-17831,Odisha,Koraput,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-09-10 | Pending for approximately 724 days
FRA-17832,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-02-16 | Pending for approximately 2392 days
FRA-17833,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-02-18 | Pending for approximately 929 days
FRA-17834,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-11-22 | Pending for approximately 1382 days
FRA-17837,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-12 | Pending for approximately 814 days
FRA-17840,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-05-16 | Pending for approximately 1937 days
FRA-17845,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-03-21 | Pending for approximately 532 days
FRA-17846,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-29 | Pending for approximately 2044 days
FRA-17848,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-22 | Pending for approximately 1992 days
FRA-17851,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-05-01 | Pending for approximately 1952 days
FRA-17854,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-07 | Pending for approximately 1305 days
FRA-17857,Chhattisgarh,Surguja,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-01-19 | Pending for approximately 593 days
FRA-17858,Maharashtra,Amravati,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-02 | Pending for approximately 579 days
FRA-17860,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-04 | Pending for approximately 1735 days
FRA-17870,Odisha,Kandhamal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-09-13 | Pending for approximately 2182 days
FRA-17873,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-05-22 | Pending for approximately 835 days
FRA-17874,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-04 | Pending for approximately 1979 days
FRA-17875,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-01-09 | Pending for approximately 1699 days
FRA-17878,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-12 | Pending for approximately 2245 days
FRA-17881,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-07 | Pending for approximately 1793 days
FRA-17885,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-22 | Pending for approximately 2235 days
FRA-17888,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-14 | Pending for approximately 1878 days
FRA-17889,Madhya Pradesh,Betul,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-02 | Pending for approximately 579 days
FRA-17892,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-01-18 | Pending for approximately 1690 days
FRA-17893,Chhattisgarh,Kanker,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-03-02 | Pending for approximately 551 days
FRA-17897,Jharkhand,Latehar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-11-11 | Pending for approximately 1758 days
FRA-17902,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-02-04 | Pending for approximately 2404 days
FRA-17906,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-01-12 | Pending for approximately 1696 days
FRA-17909,Jharkhand,Latehar,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-24 | Pending for approximately 437 days
FRA-17914,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-05 | Pending for approximately 1825 days
FRA-17916,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-09-30 | Pending for approximately 2165 days
FRA-17918,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-07 | Pending for approximately 2311 days
FRA-17919,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-16 | Pending for approximately 2302 days
FRA-17921,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-01 | Pending for approximately 1829 days
FRA-17925,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-02-28 | Pending for approximately 919 days
FRA-17928,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-30 | Pending for approximately 2318 days
FRA-17931,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-07-02 | Pending for approximately 1525 days
FRA-17938,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-22 | Pending for approximately 1717 days
FRA-17939,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-08 | Pending for approximately 1822 days
FRA-17940,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-12 | Pending for approximately 1545 days
FRA-17949,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-28 | Pending for approximately 737 days
FRA-17950,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-08 | Pending for approximately 1884 days
FRA-17953,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-26 | Pending for approximately 1835 days
FRA-17954,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-03 | Pending for approximately 1281 days
FRA-17958,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-07 | Pending for approximately 2066 days
FRA-17962,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-04 | Pending for approximately 2010 days
FRA-17963,Chhattisgarh,Dantewada,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-01 | Pending for approximately 580 days
FRA-17971,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-11 | Pending for approximately 1120 days
FRA-17975,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-11-23 | Pending for approximately 1381 days
FRA-17978,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-28 | Pending for approximately 1103 days
FRA-17980,Odisha,Koraput,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-10-11 | Pending for approximately 693 days
FRA-17982,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-12-15 | Pending for approximately 994 days
FRA-17988,Chhattisgarh,Korba,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-11-16 | Pending for approximately 657 days
FRA-17999,Madhya Pradesh,Mandla,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-12 | Pending for approximately 569 days
FRA-18003,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-08-16 | Pending for approximately 2210 days
FRA-18004,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-30 | Pending for approximately 1862 days
FRA-18010,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-12 | Pending for approximately 1211 days
FRA-18012,Madhya Pradesh,Dindori,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-04 | Pending for approximately 457 days
FRA-18016,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-14 | Pending for approximately 1969 days
FRA-18017,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-18 | Pending for approximately 2086 days
FRA-18030,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-05-01 | Pending for approximately 856 days
FRA-18033,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-21 | Pending for approximately 1291 days
FRA-18034,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-08 | Pending for approximately 2126 days
FRA-18035,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-10-07 | Pending for approximately 2158 days
FRA-18038,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-13 | Pending for approximately 2121 days
FRA-18041,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-02-27 | Pending for approximately 2381 days
FRA-18051,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-20 | Pending for approximately 1994 days
FRA-18053,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-24 | Pending for approximately 1715 days
FRA-18055,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-28 | Pending for approximately 2076 days
FRA-18058,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-04 | Pending for approximately 2253 days
FRA-18060,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-01-16 | Pending for approximately 1692 days
FRA-18061,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-01 | Pending for approximately 2041 days
FRA-18063,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-02-16 | Pending for approximately 931 days
FRA-18064,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-13 | Pending for approximately 2121 days
FRA-18071,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-23 | Pending for approximately 2081 days
FRA-18073,Jharkhand,Latehar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-11 | Pending for approximately 2307 days
FRA-18081,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-01-10 | Pending for approximately 1333 days
FRA-18084,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-04-09 | Pending for approximately 878 days
FRA-18085,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-08-25 | Pending for approximately 1471 days
FRA-18088,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-01-19 | Pending for approximately 2420 days
FRA-18089,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-05-29 | Pending for approximately 1924 days
FRA-18090,Chhattisgarh,Bastar,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-27 | Pending for approximately 465 days
FRA-18095,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-08 | Pending for approximately 1123 days
FRA-18105,Jharkhand,West Singhbhum,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-08-05 | Pending for approximately 395 days
FRA-18109,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-25 | Pending for approximately 2017 days
FRA-18110,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-26 | Pending for approximately 892 days
FRA-18112,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-10 | Pending for approximately 2063 days
FRA-18119,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-16 | Pending for approximately 1876 days
FRA-18125,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-06-21 | Pending for approximately 1901 days
FRA-18126,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-17 | Pending for approximately 748 days
FRA-18128,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-11 | Pending for approximately 1212 days
FRA-18136,Gujarat,Tapi,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-10-30 | Pending for approximately 674 days
FRA-18138,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-26 | Pending for approximately 2292 days
FRA-18143,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-10 | Pending for approximately 1820 days
FRA-18148,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-06 | Pending for approximately 1794 days
FRA-18151,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-04-05 | Pending for approximately 1613 days
FRA-18153,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-12-22 | Pending for approximately 1352 days
FRA-18158,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-02-17 | Pending for approximately 2391 days
FRA-18163,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-29 | Pending for approximately 2044 days
FRA-18169,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-04-11 | Pending for approximately 1607 days
FRA-18171,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-12-11 | Pending for approximately 632 days
FRA-18172,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-30 | Pending for approximately 1193 days
FRA-18175,Maharashtra,Yavatmal,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-08 | Pending for approximately 453 days
FRA-18178,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-11-09 | Pending for approximately 1395 days
FRA-18180,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-01-15 | Pending for approximately 2424 days
FRA-18186,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-17 | Pending for approximately 2025 days
FRA-18190,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-07-16 | Pending for approximately 1511 days
FRA-18192,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-11 | Pending for approximately 2003 days
FRA-18193,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-11-11 | Pending for approximately 1028 days
FRA-18196,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-14 | Pending for approximately 2334 days
FRA-18198,Gujarat,Narmada,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-03 | Pending for approximately 458 days
FRA-18202,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-01-09 | Pending for approximately 1334 days
FRA-18211,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-26 | Pending for approximately 2016 days
FRA-18213,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-06-11 | Pending for approximately 1911 days
FRA-18214,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-20 | Pending for approximately 1963 days
FRA-18217,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-09 | Pending for approximately 2064 days
FRA-18219,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-01 | Pending for approximately 917 days
FRA-18220,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-04 | Pending for approximately 1280 days
FRA-18225,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-10 | Pending for approximately 1790 days
FRA-18231,Maharashtra,Amravati,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-10-07 | Pending for approximately 697 days
FRA-18235,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-07 | Pending for approximately 1732 days
FRA-18242,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-03-01 | Pending for approximately 1648 days
FRA-18244,Maharashtra,Nandurbar,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-09-15 | Pending for approximately 719 days
FRA-18253,Chhattisgarh,Kanker,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-03-12 | Pending for approximately 541 days
FRA-18255,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-28 | Pending for approximately 2076 days
FRA-18258,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-27 | Pending for approximately 1834 days
FRA-18272,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-10-13 | Pending for approximately 691 days
FRA-18277,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-03-28 | Pending for approximately 2351 days
FRA-18281,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-05-09 | Pending for approximately 848 days
FRA-18283,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-19 | Pending for approximately 1842 days
FRA-18286,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-06-09 | Pending for approximately 1183 days
FRA-18293,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-27 | Pending for approximately 1773 days
FRA-18294,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-01 | Pending for approximately 1464 days
FRA-18298,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-12 | Pending for approximately 1971 days
FRA-18300,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-11-15 | Pending for approximately 1754 days
FRA-18311,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-19 | Pending for approximately 1204 days
FRA-18315,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-20 | Pending for approximately 2328 days
FRA-18317,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-01-16 | Pending for approximately 1692 days
FRA-18319,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-01-16 | Pending for approximately 962 days
FRA-18321,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-03 | Pending for approximately 2345 days
FRA-18329,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-04-26 | Pending for approximately 496 days
FRA-18332,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-06-27 | Pending for approximately 1165 days
FRA-18341,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-19 | Pending for approximately 1873 days
FRA-18342,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-03 | Pending for approximately 823 days
FRA-18345,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-16 | Pending for approximately 1998 days
FRA-18350,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-20 | Pending for approximately 2298 days
FRA-18354,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-02-27 | Pending for approximately 2381 days
FRA-18355,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-04 | Pending for approximately 1308 days
FRA-18363,Gujarat,Narmada,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-07-17 | Pending for approximately 414 days
FRA-18365,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-03 | Pending for approximately 762 days
FRA-18367,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-05-20 | Pending for approximately 1568 days
FRA-18373,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-08 | Pending for approximately 2340 days
FRA-18385,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-06-27 | Pending for approximately 1895 days
FRA-18389,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-03-21 | Pending for approximately 2358 days
FRA-18396,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-10-03 | Pending for approximately 1067 days
FRA-18402,Jharkhand,Latehar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-12-11 | Pending for approximately 998 days
FRA-18403,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-01-06 | Pending for approximately 1337 days
FRA-18405,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-24 | Pending for approximately 2233 days
