claim_id,state,district,village,claim_type,claimant_id,latitude,longitude,area_claimed,submission_date,last_updated,decision_date,status
FRA-17684,Odisha,Kandhamal,Village-208,IFR,CLM-392704,19.984521,76.686586,1.64,2021-04-05,2021-05-07,,PENDING
FRA-17685,Maharashtra,Nandurbar,Village-189,IFR,CLM-638581,18.706919,79.731309,6.73,2020-09-13,2021-05-23,2021-02-10,APPROVED
FRA-17686,Maharashtra,Amravati,Village-421,CFR,CLM-511794,21.734129,76.674855,0.77,2025-01-06,2026-03-19,2025-06-08,APPROVED
FRA-17687,Madhya Pradesh,Mandla,Village-71,CFRR,CLM-208424,20.879391,73.293607,3.86,2025-04-15,2025-09-23,2026-02-09,APPROVED
FRA-17688,Rajasthan,Pratapgarh,Village-190,CFRR,CLM-571161,21.445146,82.491149,4.56,2026-01-26,2026-03-16,2026-06-30,REJECTED
FRA-17689,Odisha,Koraput,Village-252,IFR,CLM-962920,23.460856,83.967818,1.87,2021-10-05,2023-02-17,2022-07-19,REJECTED
FRA-17690,Chhattisgarh,Dantewada,Village-498,IFR,CLM-549544,17.539927,81.679201,2.0,2020-03-19,2020-09-22,,PENDING
FRA-17691,Rajasthan,Sirohi,Village-153,CFR,CLM-769863,19.803588,80.356959,6.74,2025-06-26,2025-07-12,2026-06-21,REJECTED
FRA-17692,Madhya Pradesh,Mandla,Village-182,CFR,CLM-352690,18.827873,77.71731,2.86,2022-07-09,2022-09-14,,UNDER_REVIEW
FRA-17693,Maharashtra,Gadchiroli,Village-464,CFRR,CLM-312378,20.367414,76.325954,7.78,2022-04-29,2022-12-15,2023-04-03,REJECTED
FRA-17694,Madhya Pradesh,Chhindwara,Village-25,CFR,CLM-329528,23.644739,79.074836,5.54,2021-06-01,2021-09-30,,UNDER_REVIEW
FRA-17695,Jharkhand,Ranchi,Village-39,IFR,CLM-434714,17.915362,77.789293,5.15,2022-08-18,2022-10-24,,UNDER_REVIEW
FRA-17696,Odisha,Koraput,Village-443,IFR,CLM-607854,23.816299,81.609075,4.89,2025-10-28,2026-06-04,2026-03-13,APPROVED
FRA-17697,Maharashtra,Yavatmal,Village-261,IFR,CLM-977887,18.357486,80.808383,7.21,2022-02-07,2022-03-03,2022-04-30,APPROVED
FRA-17698,Jharkhand,Ranchi,Village-299,CFRR,CLM-611316,22.315141,75.53606,3.22,2021-03-31,2026-06-30,,PENDING
FRA-17699,Maharashtra,Gadchiroli,Village-333,CFR,CLM-450950,23.49924,80.78152,3.67,2022-02-17,2023-05-28,,UNDER_REVIEW
FRA-17700,Gujarat,Bharuch,Village-449,IFR,CLM-696830,20.562681,82.444263,2.62,2020-10-23,2021-09-18,2021-09-27,APPROVED
FRA-17701,Gujarat,Tapi,Village-396,CFR,CLM-320973,19.341445,83.199557,4.23,2020-04-09,2020-05-30,2020-09-10,APPROVED
FRA-17702,Rajasthan,Udaipur,Village-470,IFR,CLM-260331,18.962971,82.126373,6.45,2025-01-06,2025-12-28,2026-02-09,APPROVED
FRA-17703,Maharashtra,Nashik,Village-216,IFR,CLM-355304,23.024001,74.988301,2.4,2020-01-23,2020-12-23,,PENDING
FRA-17704,Maharashtra,Gadchiroli,Village-342,IFR,CLM-929952,20.727511,75.456709,5.78,2024-09-29,2026-01-16,2024-11-28,APPROVED
FRA-17705,Rajasthan,Udaipur,Village-202,CFR,CLM-281604,17.617478,81.674015,7.51,2026-02-08,2026-06-30,2026-03-20,APPROVED
FRA-17706,Jharkhand,West Singhbhum,Village-309,IFR,CLM-402914,19.485293,77.462741,7.42,2022-01-09,2022-07-30,,PENDING
FRA-17707,Odisha,Keonjhar,Village-351,CFRR,CLM-361177,24.430991,80.445383,2.04,2022-05-24,2022-12-18,2022-10-28,APPROVED
FRA-17708,Gujarat,Bharuch,Village-464,IFR,CLM-355226,24.192905,75.404084,3.39,2023-05-10,,,UNDER_REVIEW
FRA-17709,Maharashtra,Gadchiroli,Village-432,IFR,CLM-225311,22.050196,75.088612,5.68,2023-07-25,2024-01-25,2024-02-21,REJECTED
FRA-17710,Maharashtra,Nandurbar,Village-18,IFR,CLM-823126,22.463831,77.917981,2.42,2024-07-02,,2025-04-29,APPROVED
FRA-17711,Maharashtra,Nandurbar,Village-143,IFR,CLM-481434,19.550533,74.889197,5.49,2022-10-05,2023-07-05,,PENDING
FRA-17712,Chhattisgarh,Kanker,Village-10,IFR,CLM-796787,24.442389,83.506437,3.94,2025-05-02,2026-04-15,2026-03-12,APPROVED
FRA-17713,Odisha,Sundargarh,Village-100,IFR,CLM-806223,21.27211,80.597,1.87,2025-08-16,2026-02-08,,PENDING
FRA-17714,Odisha,Koraput,Village-17,IFR,CLM-591052,22.876836,73.948458,11.77,2022-05-11,2023-02-14,2023-01-08,APPROVED
FRA-17715,Rajasthan,Banswara,Village-315,CFRR,CLM-868024,18.122467,84.285273,3.15,2026-02-10,2026-06-30,2026-06-30,APPROVED
FRA-17716,Gujarat,Dangs,Village-409,CFRR,CLM-605735,22.842959,83.999113,7.62,2023-08-17,2024-11-18,,UNDER_REVIEW
FRA-17717,Gujarat,Narmada,Village-260,CFR,CLM-140265,21.040555,75.372067,3.53,2025-06-28,2026-06-18,2026-04-22,APPROVED
FRA-17718,Gujarat,Narmada,Village-64,IFR,CLM-957292,20.819594,79.326865,6.87,2023-10-14,2024-09-14,,PENDING
FRA-17719,Gujarat,Bharuch,Village-214,IFR,CLM-471234,17.869749,79.06509,6.59,2020-07-11,2020-10-09,2021-06-22,APPROVED
FRA-17720,Madhya Pradesh,Betul,Village-174,CFR,CLM-981054,24.031077,81.998595,3.74,2024-03-04,2024-12-12,2024-12-23,APPROVED
FRA-17721,Madhya Pradesh,Balaghat,Village-274,IFR,CLM-350281,18.078708,83.621624,6.37,2020-01-16,2020-11-06,2020-10-12,REJECTED
FRA-17722,Madhya Pradesh,Mandla,Village-176,IFR,CLM-821003,21.947008,84.647255,7.13,2022-02-11,2023-02-21,2022-11-03,APPROVED
FRA-17723,Rajasthan,Udaipur,Village-69,IFR,CLM-964758,18.265563,80.411455,4.29,2023-10-09,2024-08-14,2024-10-28,APPROVED
FRA-17724,Rajasthan,Banswara,Village-27,CFR,CLM-532806,22.327049,83.150892,4.1,2021-12-17,2023-04-23,,PENDING
FRA-17725,Chhattisgarh,Korba,Village-213,IFR,CLM-580459,22.503846,79.163055,5.14,2020-06-29,2020-10-28,2021-02-11,REJECTED
FRA-17726,Maharashtra,Nandurbar,Village-411,IFR,CLM-857253,17.663117,81.024743,2.07,2021-10-09,2021-11-01,2022-05-17,APPROVED
FRA-17727,Maharashtra,Amravati,Village-44,CFR,CLM-268682,17.78582,79.92647,7.64,2026-05-01,2026-05-24,,PENDING
FRA-17728,Madhya Pradesh,Balaghat,Village-173,CFR,CLM-155026,24.156624,78.229022,4.71,2021-05-24,2022-07-08,2021-09-14,APPROVED
FRA-17729,Jharkhand,Latehar,Village-340,CFR,CLM-224063,24.012442,74.255207,1.99,2026-02-16,2026-06-30,2026-06-30,APPROVED
FRA-17730,Rajasthan,Udaipur,Village-78,IFR,CLM-104661,20.182264,74.21783,4.19,2021-08-25,2022-10-28,2022-02-04,APPROVED
FRA-17731,Jharkhand,Latehar,Village-138,CFR,CLM-122413,23.013057,83.174123,6.93,2022-06-02,2023-01-20,,UNDER_REVIEW
FRA-17732,Maharashtra,Nashik,Village-410,CFR,CLM-262018,19.87027,77.117291,3.04,2021-08-09,2021-12-18,,PENDING
FRA-17733,Gujarat,Bharuch,Village-29,CFRR,CLM-668484,17.966512,75.529039,5.34,2025-02-12,2025-09-03,,UNDER_REVIEW
FRA-17734,Odisha,Keonjhar,Village-231,IFR,CLM-593960,22.036906,76.774601,3.47,2020-12-14,2021-08-28,,UNDER_REVIEW
FRA-17735,Jharkhand,Gumla,Village-44,IFR,CLM-918946,23.226515,78.357836,3.64,2021-11-24,2026-06-30,2026-02-20,PENDING
FRA-17736,Madhya Pradesh,Balaghat,Village-31,IFR,CLM-479630,22.364022,84.72925,5.32,2024-08-11,2025-06-10,,PENDING
FRA-17737,Rajasthan,Pratapgarh,Village-124,IFR,CLM-603280,18.833892,79.595932,1.14,2023-01-26,2024-03-06,2023-08-04,APPROVED
FRA-17738,Odisha,Koraput,Village-218,CFRR,CLM-650949,19.63243,83.639338,6.65,2021-10-24,,2022-11-01,APPROVED
FRA-17739,Maharashtra,Amravati,Village-407,CFR,CLM-369066,21.620245,81.150401,4.44,2020-03-06,2021-03-19,,PENDING
FRA-17740,Jharkhand,Gumla,Village-139,IFR,CLM-839282,22.820749,79.654032,5.66,2021-10-03,2022-04-12,,PENDING
FRA-17741,Madhya Pradesh,Dindori,Village-423,CFRR,CLM-984783,21.004669,84.581336,6.97,2021-08-03,2021-12-22,2022-03-30,APPROVED
FRA-17742,Odisha,Mayurbhanj,Village-238,IFR,CLM-637238,23.942028,75.393002,4.41,2025-05-17,2025-08-26,,PENDING
FRA-17743,Rajasthan,Pratapgarh,Village-396,IFR,CLM-909940,21.748123,74.81629,1.29,2025-02-11,2026-06-18,2025-03-19,APPROVED
FRA-17744,Chhattisgarh,Surguja,Village-86,CFRR,CLM-989455,19.060033,75.68052,3.51,2025-05-20,2026-05-07,,PENDING
FRA-17745,Odisha,Keonjhar,Village-227,IFR,CLM-503842,20.619373,83.879919,1.04,2026-04-22,2026-06-30,2026-06-30,APPROVED
FRA-17746,Rajasthan,Sirohi,Village-31,IFR,CLM-725942,19.182409,84.7561,1.07,2021-12-13,2023-03-05,2022-10-14,APPROVED
FRA-17747,Gujarat,Valsad,Village-118,IFR,CLM-556122,22.651768,79.526304,4.14,2024-07-05,2025-04-08,,PENDING
FRA-17748,Gujarat,Narmada,Village-391,IFR,CLM-411453,20.55957,77.387174,11.91,2020-08-07,2020-09-04,2021-04-15,APPROVED
FRA-17749,Jharkhand,Simdega,Village-224,IFR,CLM-107375,23.131181,74.47114,0.68,2022-11-28,2023-06-21,2023-07-05,APPROVED
FRA-17750,Jharkhand,Latehar,Village-224,IFR,CLM-540740,21.103284,75.800296,4.35,2024-05-06,2024-10-24,2025-04-02,REJECTED
FRA-17751,Gujarat,Tapi,Village-189,IFR,CLM-168420,24.229862,77.387813,3.44,2024-05-15,2024-11-23,2025-03-16,REJECTED
FRA-17752,Odisha,Kandhamal,Village-12,IFR,CLM-759297,17.890237,80.135563,5.5,2023-01-05,2024-01-27,2024-02-08,APPROVED
FRA-17753,Jharkhand,Ranchi,Village-237,IFR,CLM-543534,21.380072,82.799588,2.68,2023-01-04,2024-01-17,,PENDING
FRA-17754,Madhya Pradesh,Chhindwara,Village-425,CFR,CLM-714851,22.329445,81.496433,6.39,2020-05-09,2020-06-07,2021-01-10,APPROVED
FRA-17755,Rajasthan,Dungarpur,Village-320,CFRR,CLM-621616,23.170492,80.312702,3.54,2021-08-04,2021-08-17,2022-05-05,REJECTED
FRA-17756,Madhya Pradesh,Mandla,Village-304,IFR,CLM-940262,18.58602,74.870161,5.49,2026-04-12,2026-06-30,,PENDING
FRA-17757,Jharkhand,Ranchi,Village-164,IFR,CLM-238808,21.971666,78.529476,6.25,2022-09-02,2023-12-05,2023-06-17,APPROVED
FRA-17758,Jharkhand,Gumla,Village-436,IFR,CLM-699040,23.137183,78.040343,6.7,2023-09-17,2024-02-04,2024-09-12,APPROVED
FRA-17759,Gujarat,Narmada,Village-79,IFR,CLM-930443,19.918922,80.4858,2.93,2023-06-16,2023-09-01,,UNDER_REVIEW
FRA-17760,Maharashtra,Nandurbar,Village-284,CFR,CLM-338842,21.38995,76.222637,2.92,2025-07-25,2026-02-20,2026-03-03,APPROVED
FRA-17761,Odisha,Sundargarh,Village-373,IFR,CLM-636831,22.148349,75.399981,3.51,2022-02-20,2022-09-12,2022-09-26,APPROVED
FRA-17762,Madhya Pradesh,Balaghat,Village-149,IFR,CLM-610475,21.026083,83.482927,1.26,2025-03-20,2026-04-09,,PENDING
FRA-17763,Jharkhand,Ranchi,Village-136,IFR,CLM-261715,22.046955,82.135131,3.18,2025-11-18,2026-06-30,,UNDER_REVIEW
FRA-17764,Odisha,Sundargarh,Village-394,IFR,CLM-671417,23.298015,75.420291,3.37,2024-03-19,2025-01-17,2024-06-08,APPROVED
FRA-17765,Madhya Pradesh,Chhindwara,Village-404,CFR,CLM-474347,19.939545,82.55992,2.86,2022-10-18,2023-02-14,,UNDER_REVIEW
FRA-17766,Rajasthan,Sirohi,Village-440,CFR,CLM-992121,23.422864,77.423011,1.01,2023-10-24,2023-12-30,2024-03-06,APPROVED
FRA-17767,Gujarat,Valsad,Village-310,IFR,CLM-823466,22.254723,83.180451,3.42,2023-11-24,2025-03-28,,APPROVED
FRA-17768,Odisha,Keonjhar,Village-493,IFR,CLM-520761,20.675186,75.236785,1.51,2021-11-24,2022-10-12,2022-11-25,APPROVED
FRA-17769,Gujarat,Dangs,Village-440,IFR,CLM-927972,24.421263,80.601351,1.78,2020-01-12,2020-05-24,2020-06-05,APPROVED
FRA-17770,Odisha,Sundargarh,Village-95,IFR,CLM-739042,23.427211,74.848335,5.55,2020-02-26,2020-09-10,,PENDING
FRA-17771,Jharkhand,Latehar,Village-80,IFR,CLM-437555,19.76836,81.715242,6.71,2021-04-15,2022-04-09,2021-10-19,REJECTED
FRA-17772,Maharashtra,Nashik,Village-315,IFR,CLM-297761,19.0708,73.007135,6.9,2024-04-11,2025-04-22,2024-10-27,APPROVED
FRA-17773,Odisha,Mayurbhanj,Village-212,CFRR,CLM-502484,18.683802,76.907735,7.89,2025-01-24,2026-01-27,2025-08-26,APPROVED
FRA-17774,Jharkhand,Simdega,Village-443,CFR,CLM-103140,20.869969,85.388461,0.85,2022-06-18,2023-07-21,2023-02-11,APPROVED
FRA-17775,Chhattisgarh,Surguja,Village-145,CFR,CLM-879934,18.96214,82.91974,2.34,2026-01-25,2026-06-30,2026-06-30,APPROVED
FRA-17776,Maharashtra,Yavatmal,Village-29,IFR,CLM-884814,24.214122,77.171591,0.89,2023-04-30,2024-03-14,,PENDING
FRA-17777,Gujarat,Bharuch,Village-380,IFR,CLM-150940,21.928463,81.173743,1.55,2025-04-21,2026-06-30,,UNDER_REVIEW
FRA-17778,Chhattisgarh,Surguja,Village-197,IFR,CLM-956932,20.425437,74.020131,4.76,2025-09-17,2026-06-30,,PENDING
FRA-17779,Rajasthan,Sirohi,Village-234,IFR,CLM-783336,18.978306,77.120312,1.64,2022-02-27,2023-03-09,2023-03-11,APPROVED
FRA-17780,Odisha,Kandhamal,Village-224,IFR,CLM-584732,22.471475,75.069304,2.2,2024-02-28,2024-12-03,2024-04-28,APPROVED
FRA-17781,Chhattisgarh,Surguja,Village-479,IFR,CLM-689261,18.304045,73.604649,2.39,2021-02-07,2022-04-01,,PENDING
FRA-17782,Jharkhand,Ranchi,Village-272,IFR,CLM-722115,24.103392,81.737271,1.02,2024-06-12,2025-01-05,2024-11-19,APPROVED
FRA-17783,Odisha,Sundargarh,Village-348,IFR,CLM-206274,23.82236,81.550375,0.51,2022-07-14,2023-09-20,,UNDER_REVIEW
FRA-17784,Rajasthan,Pratapgarh,Village-168,IFR,CLM-904061,22.463707,82.796438,5.04,2026-05-15,2026-06-30,2026-06-30,APPROVED
FRA-17785,Chhattisgarh,Surguja,Village-427,IFR,CLM-887234,21.134834,82.134886,7.94,2023-03-02,2023-10-22,2023-09-17,APPROVED
FRA-17786,Chhattisgarh,Kanker,Village-285,IFR,CLM-462275,23.427554,76.66997,2.87,2024-10-26,2025-11-20,2025-02-10,REJECTED
FRA-17787,Chhattisgarh,Bastar,Village-383,CFR,CLM-139310,18.261962,79.772937,5.09,2023-12-07,2025-03-26,,PENDING
FRA-17788,Rajasthan,Banswara,Village-184,IFR,CLM-152874,24.412674,81.680586,7.46,2023-04-15,2024-07-25,,PENDING
FRA-17789,Chhattisgarh,Surguja,Village-243,IFR,CLM-348689,24.19242,83.0516,5.99,2022-11-13,2024-02-16,2023-05-14,APPROVED
FRA-17790,Madhya Pradesh,Mandla,Village-360,IFR,CLM-598557,23.169084,83.495133,7.21,2024-03-17,2024-10-10,,PENDING
FRA-17791,Rajasthan,Dungarpur,Village-196,CFR,CLM-542126,19.458325,84.068445,2.73,2026-03-13,2026-04-12,,UNDER_REVIEW
FRA-17792,Maharashtra,Yavatmal,Village-272,CFR,CLM-965122,19.799963,77.340891,4.92,2025-10-09,,2026-04-03,APPROVED
FRA-17793,Gujarat,Bharuch,Village-327,IFR,CLM-339797,19.308676,79.561451,4.45,2025-05-09,2026-06-30,,PENDING
FRA-17794,Maharashtra,Amravati,Village-305,IFR,CLM-130251,17.639556,74.233098,7.86,2025-09-13,2026-06-30,,PENDING
FRA-17795,Chhattisgarh,Surguja,Village-381,IFR,CLM-803222,18.378738,81.365474,1.93,2023-06-23,2024-02-20,2024-07-15,APPROVED
FRA-17796,Maharashtra,Yavatmal,Village-179,IFR,CLM-826210,22.532475,77.451921,0.55,2023-02-24,2023-04-23,2023-08-05,APPROVED
FRA-17797,Madhya Pradesh,Balaghat,Village-90,CFRR,CLM-240861,24.373429,73.64404,6.13,2025-06-12,2026-05-22,,PENDING
FRA-17798,Rajasthan,Pratapgarh,Village-414,IFR,CLM-512460,23.712114,82.140335,3.3,2024-11-10,,2025-05-06,APPROVED
FRA-17799,Gujarat,Dangs,Village-92,CFR,CLM-737905,21.114035,84.579491,5.88,2023-10-03,2024-06-06,,PENDING
FRA-17800,Rajasthan,Udaipur,Village-55,IFR,CLM-512654,22.426398,74.0008,2.22,2021-10-21,2021-12-01,2022-04-09,REJECTED
FRA-17801,Jharkhand,Latehar,Village-482,CFR,CLM-443818,23.077096,81.47082,0.97,2022-09-17,2023-09-20,2022-12-03,APPROVED
FRA-17802,Chhattisgarh,Korba,Village-345,CFRR,CLM-156344,22.745169,77.51092,0.86,2022-10-15,2023-10-02,2023-11-10,APPROVED
FRA-17803,Chhattisgarh,Surguja,Village-236,CFRR,CLM-671926,20.740442,84.231691,7.0,2020-05-14,2021-05-09,2020-07-05,APPROVED
FRA-17804,Rajasthan,Udaipur,Village-374,CFR,CLM-655339,19.521145,75.471021,1.56,2024-01-24,2025-04-20,2024-12-08,APPROVED
FRA-17805,Chhattisgarh,Korba,Village-75,IFR,CLM-452242,24.235653,80.573424,2.58,2022-02-09,2023-03-12,2023-01-22,REJECTED
FRA-17806,Jharkhand,Simdega,Village-67,CFRR,CLM-837141,20.508423,79.117057,6.74,2021-12-21,2022-10-09,2022-03-07,APPROVED
FRA-17807,Madhya Pradesh,Dindori,Village-292,CFR,CLM-440430,23.339619,76.913261,1.93,2024-01-16,2024-09-11,2025-01-07,APPROVED
FRA-17808,Odisha,Keonjhar,Village-209,IFR,CLM-903931,20.346751,78.71654,3.36,2024-07-05,2025-03-19,2024-11-22,APPROVED
FRA-17809,Odisha,Mayurbhanj,Village-316,IFR,CLM-181240,22.754852,81.960109,7.16,2024-10-28,2025-11-27,,PENDING
FRA-17810,Rajasthan,Dungarpur,Village-396,IFR,CLM-175357,24.358272,85.366815,5.68,2020-11-29,2021-11-16,,PENDING
FRA-17811,Madhya Pradesh,Mandla,Village-40,IFR,CLM-652065,20.398309,85.414593,1.72,2026-05-25,2026-06-30,2026-06-30,APPROVED
FRA-17812,Maharashtra,Yavatmal,Village-347,IFR,CLM-911025,19.464628,82.545522,6.58,2026-03-04,2026-06-30,2026-06-30,REJECTED
FRA-17813,Jharkhand,Simdega,Village-301,IFR,CLM-479847,19.154657,76.747204,5.7,2024-04-18,2025-06-16,2024-10-01,REJECTED
FRA-17814,Odisha,Sundargarh,Village-65,CFR,CLM-761576,18.148066,76.399264,6.68,2022-09-12,2022-12-02,2022-11-16,APPROVED
FRA-17815,Maharashtra,Gadchiroli,Village-41,IFR,CLM-115389,20.086519,85.321509,6.48,2023-05-03,2024-02-11,,PENDING
FRA-17816,Chhattisgarh,Bastar,Village-349,IFR,CLM-950240,23.80674,80.097033,1.42,2024-04-03,2024-08-27,2025-04-23,REJECTED
FRA-17817,Gujarat,Valsad,Village-45,IFR,CLM-545917,18.498366,77.110003,6.25,2025-02-11,2026-06-25,2025-04-19,REJECTED
FRA-17818,Gujarat,Bharuch,Village-191,IFR,CLM-858167,18.207174,85.417892,6.89,2026-02-05,2026-06-30,2026-05-30,APPROVED
FRA-17819,Madhya Pradesh,Chhindwara,Village-305,IFR,CLM-933127,20.536631,80.674522,2.85,2026-06-30,2026-06-30,2026-06-30,REJECTED
FRA-17820,Chhattisgarh,Kanker,Village-17,IFR,CLM-110265,18.932815,77.853048,3.01,2024-12-31,,,UNDER_REVIEW
FRA-17821,Gujarat,Dangs,Village-57,IFR,CLM-807577,18.269492,82.240643,2.75,2023-06-03,2024-06-28,2024-06-28,APPROVED
FRA-17822,Gujarat,Bharuch,Village-196,CFR,CLM-808278,22.734578,79.368004,5.19,2024-02-03,2024-05-23,2025-02-04,APPROVED
FRA-17823,Maharashtra,Yavatmal,Village-272,IFR,CLM-361881,21.554423,85.161661,2.1,2026-02-09,2026-06-30,,UNDER_REVIEW
FRA-17824,Chhattisgarh,Bastar,Village-362,IFR,CLM-588848,20.920303,78.976343,2.04,2020-08-06,2021-03-30,,PENDING
FRA-17825,Jharkhand,Gumla,Village-377,IFR,CLM-999109,22.409057,77.935517,7.42,2025-07-20,2026-01-25,2025-12-09,REJECTED
FRA-17826,Gujarat,Narmada,Village-35,CFR,CLM-478398,17.71405,79.578296,3.99,2022-11-05,2024-02-18,2023-04-26,REJECTED
FRA-17827,Jharkhand,Simdega,Village-408,IFR,CLM-302677,23.346985,77.630918,8.46,2025-12-29,2026-06-30,2026-06-30,APPROVED
FRA-17828,Rajasthan,Dungarpur,Village-268,IFR,CLM-754635,20.90987,79.503668,7.08,2021-11-02,2023-01-28,2022-07-02,APPROVED
FRA-17829,Odisha,Koraput,Village-137,CFR,CLM-727707,21.940894,75.46397,2.7,2026-04-05,2026-06-30,2026-06-30,APPROVED
FRA-17830,Maharashtra,Amravati,Village-62,IFR,CLM-163899,20.840073,79.559674,4.41,2020-12-02,2022-01-06,2021-06-29,APPROVED
FRA-17831,Odisha,Koraput,Village-166,CFR,CLM-217767,18.318488,80.995715,2.82,2024-09-10,2025-04-17,,PENDING
FRA-17832,Rajasthan,Pratapgarh,Village-345,IFR,CLM-664894,21.616938,78.574668,5.04,2020-02-16,2020-03-18,,PENDING
FRA-17833,Chhattisgarh,Dantewada,Village-11,IFR,CLM-204213,22.942772,83.006792,7.52,2024-02-18,2024-10-11,,PENDING
FRA-17834,Odisha,Koraput,Village-308,CFR,CLM-605454,24.089305,81.872622,3.57,2022-11-22,2023-07-30,,PENDING
FRA-17835,Odisha,Keonjhar,Village-19,IFR,CLM-273652,18.485701,83.961598,4.2,2020-02-06,2020-12-25,2021-03-05,APPROVED
FRA-17836,Rajasthan,Sirohi,Village-291,IFR,CLM-549277,23.199833,73.858352,6.3,2022-02-03,2023-03-23,2023-03-02,APPROVED
FRA-17837,Maharashtra,Gadchiroli,Village-277,IFR,CLM-135270,22.077927,76.391535,6.14,2024-06-12,2024-09-04,,PENDING
FRA-17838,Chhattisgarh,Korba,Village-421,IFR,CLM-626647,23.310845,83.152258,2.31,2023-08-11,2024-02-25,,UNDER_REVIEW
FRA-17839,Madhya Pradesh,Betul,Village-481,IFR,CLM-832733,21.788456,78.356938,3.53,2025-12-23,2026-06-30,2026-04-14,REJECTED
FRA-17840,Maharashtra,Gadchiroli,Village-8,IFR,CLM-438571,23.310578,77.32455,3.49,2021-05-16,2022-04-08,,PENDING
FRA-17841,Maharashtra,Yavatmal,Village-346,IFR,CLM-995904,24.042609,75.831062,1.96,2025-01-31,2025-11-13,2025-09-26,APPROVED
FRA-17842,Gujarat,Tapi,Village-380,IFR,CLM-854413,22.037527,85.298258,3.78,2025-02-26,,2026-02-21,APPROVED
FRA-17843,Chhattisgarh,Dantewada,Village-198,IFR,CLM-486692,23.950462,83.82425,7.06,2021-09-19,2022-04-05,2022-06-21,APPROVED
FRA-17844,Gujarat,Valsad,Village-352,CFR,CLM-867893,22.608556,80.929032,5.31,2021-08-21,2022-05-10,2021-10-13,APPROVED
FRA-17845,Madhya Pradesh,Chhindwara,Village-445,CFR,CLM-727412,20.238728,81.424639,1.63,2025-03-21,2025-04-19,,PENDING
FRA-17846,Chhattisgarh,Dantewada,Village-377,IFR,CLM-376339,22.379179,83.577867,2.06,2021-01-29,2022-01-22,,PENDING
FRA-17847,Odisha,Koraput,Village-207,CFRR,CLM-901712,22.448496,85.271955,5.34,2024-10-17,2026-02-28,,UNDER_REVIEW
FRA-17848,Chhattisgarh,Bastar,Village-317,IFR,CLM-987892,19.649966,84.783045,4.7,2021-03-22,2023-01-27,2022-10-30,PENDING
FRA-17849,Jharkhand,Latehar,Village-285,IFR,CLM-136562,19.988063,84.868955,6.04,2024-11-21,2026-01-07,2025-08-26,APPROVED
FRA-17850,Chhattisgarh,Dantewada,Village-65,IFR,CLM-920072,20.921958,76.058787,0.58,2021-09-27,2021-11-25,2022-09-23,APPROVED
FRA-17851,Odisha,Keonjhar,Village-61,IFR,CLM-198732,19.366427,76.40183,3.82,2021-05-01,2022-06-08,,PENDING
FRA-17852,Madhya Pradesh,Betul,Village-410,IFR,CLM-249941,20.122226,81.223818,2.58,2025-10-17,2026-06-30,,UNDER_REVIEW
FRA-17853,Maharashtra,Gadchiroli,Village-88,IFR,CLM-787662,22.628836,75.426655,7.52,2021-08-22,2022-01-01,2022-07-26,APPROVED
FRA-17854,Jharkhand,Ranchi,Village-56,CFRR,CLM-239283,22.295573,82.488465,6.03,2023-02-07,2023-03-15,,PENDING
FRA-17855,Chhattisgarh,Korba,Village-484,CFRR,CLM-969255,18.729943,80.363395,5.34,2023-08-10,2024-01-11,,UNDER_REVIEW
FRA-17856,Odisha,Keonjhar,Village-218,IFR,CLM-684045,22.543602,74.413924,0.66,2026-05-12,2026-06-30,2026-06-30,APPROVED
FRA-17857,Chhattisgarh,Surguja,Village-100,IFR,CLM-413587,20.241289,74.241588,2.37,2025-01-19,2025-07-13,,PENDING
FRA-17858,Maharashtra,Amravati,Village-185,IFR,CLM-348075,18.637609,84.248267,2.45,2025-02-02,2026-01-11,,PENDING
FRA-17859,Odisha,Sundargarh,Village-54,IFR,CLM-323780,24.182073,75.48837,3.77,2026-03-25,2026-06-30,2026-06-30,APPROVED
FRA-17860,Madhya Pradesh,Balaghat,Village-459,IFR,CLM-465553,21.182885,75.893511,2.57,2021-12-04,2022-05-18,,PENDING
FRA-17861,Jharkhand,Ranchi,Village-399,IFR,CLM-775204,18.703498,75.613613,4.04,2026-01-24,2026-06-30,,UNDER_REVIEW
FRA-17862,Odisha,Koraput,Village-272,IFR,CLM-326099,18.588665,80.257118,3.62,2022-06-02,2023-03-29,2022-07-15,APPROVED
FRA-17863,Chhattisgarh,Bastar,Village-285,IFR,CLM-319302,24.168812,79.566598,6.57,2024-12-31,2026-04-16,2025-07-16,REJECTED
FRA-17864,Maharashtra,Nashik,Village-191,IFR,CLM-127554,19.047834,75.744822,7.39,2024-09-25,2024-11-15,2025-03-08,APPROVED
FRA-17865,Jharkhand,West Singhbhum,Village-4,IFR,CLM-744361,18.36753,76.452956,6.74,2022-11-01,2023-06-11,2023-07-23,APPROVED
FRA-17866,Maharashtra,Yavatmal,Village-33,CFRR,CLM-559544,22.434905,75.561645,4.16,2025-01-15,2025-03-07,2025-09-18,APPROVED
FRA-17867,Madhya Pradesh,Mandla,Village-202,IFR,CLM-425622,23.33559,81.643118,6.11,2026-02-15,2026-06-30,2026-06-30,APPROVED
FRA-17868,Jharkhand,Latehar,Village-413,IFR,CLM-862780,19.744978,73.734011,5.55,2021-08-03,2021-09-15,2022-06-04,APPROVED
