land_record_id,claim_id,recorded_area,land_status,survey_reference
LR-18827,FRA-18827,5.03,REVENUE,SUR-98419
LR-18828,FRA-18828,4.25,UNCLASSIFIED,SUR-38603
LR-18829,FRA-18829,6.29,UNCLASSIFIED,SUR-62357
LR-18830,FRA-18830,5.74,UNCLASSIFIED,SUR-24590
LR-18831,FRA-18831,2.18,FOREST,SUR-85949
LR-18832,FRA-18832,5.37,REVENUE,SUR-23825
LR-18833,FRA-18833,6.79,COMMUNITY,SUR-50941
LR-18834,FRA-18834,1.72,UNCLASSIFIED,SUR-88306
LR-18835,FRA-18835,3.13,FOREST,SUR-34012
LR-18836,FRA-18836,1.4,REVENUE,SUR-46733
LR-18837,FRA-18837,4.11,FOREST,SUR-43994
LR-18838,FRA-18838,0.69,FOREST,SUR-36606
LR-18839,FRA-18839,1.58,UNCLASSIFIED,SUR-30327
LR-18840,FRA-18840,4.73,REVENUE,SUR-66502
LR-18841,FRA-18841,6.37,UNCLASSIFIED,SUR-73207
LR-18842,FRA-18842,6.34,COMMUNITY,SUR-24998
LR-18843,FRA-18843,6.91,FOREST,SUR-84679
LR-18844,FRA-18844,6.52,COMMUNITY,SUR-25505
LR-18845,FRA-18845,2.03,UNCLASSIFIED,SUR-75655
LR-18846,FRA-18846,2.61,REVENUE,SUR-12587
LR-18847,FRA-18847,6.2,REVENUE,SUR-89981
LR-18848,FRA-18848,0.55,UNCLASSIFIED,SUR-88271
LR-18849,FRA-18849,7.27,UNCLASSIFIED,SUR-84735
LR-18850,FRA-18850,3.14,COMMUNITY,SUR-86072
LR-18851,FRA-18851,1.14,COMMUNITY,SUR-11717
LR-18852,FRA-18852,1.7,COMMUNITY,SUR-15203
LR-18853,FRA-18853,4.12,UNCLASSIFIED,SUR-37202
LR-18854,FRA-18854,7.47,REVENUE,SUR-12137
LR-18855,FRA-18855,7.15,UNCLASSIFIED,SUR-49160
LR-18856,FRA-18856,2.65,REVENUE,SUR-61226
LR-18857,FRA-18857,0.51,REVENUE,SUR-13195
LR-18858,FRA-18858,6.92,REVENUE,SUR-89613
LR-18859,FRA-18859,1.47,FOREST,SUR-69660
LR-18860,FRA-18860,3.48,UNCLASSIFIED,SUR-61732
LR-18861,FRA-18861,6.09,COMMUNITY,SUR-33008
LR-18862,FRA-18862,7.6,FOREST,SUR-63501
LR-18863,FRA-18863,7.43,COMMUNITY,SUR-38429
LR-18864,FRA-18864,5.44,REVENUE,SUR-77131
LR-18865,FRA-18865,5.61,REVENUE,SUR-87186
LR-18866,FRA-18866,1.57,REVENUE,SUR-87316
LR-18867,FRA-18867,3.69,FOREST,SUR-54873
LR-18868,FRA-18868,6.43,COMMUNITY,SUR-25295
LR-18869,FRA-18869,4.53,UNCLASSIFIED,SUR-42563
LR-18870,FRA-18870,1.2,REVENUE,SUR-44342
LR-18871,FRA-18871,4.9,UNCLASSIFIED,SUR-16907
LR-18872,FRA-18872,0.93,UNCLASSIFIED,SUR-39421
LR-18873,FRA-18873,6.77,REVENUE,SUR-20888
LR-18874,FRA-18874,5.86,UNCLASSIFIED,SUR-35463
LR-18875,FRA-18875,6.33,COMMUNITY,SUR-70578
LR-18876,FRA-18876,2.38,COMMUNITY,SUR-54192
LR-18877,FRA-18877,5.09,UNCLASSIFIED,SUR-12561
LR-18878,FRA-18878,0.63,COMMUNITY,SUR-41599
LR-18879,FRA-18879,7.82,UNCLASSIFIED,SUR-64982
LR-18880,FRA-18880,5.39,UNCLASSIFIED,SUR-99142
LR-18881,FRA-18881,5.45,COMMUNITY,SUR-38026
LR-18882,FRA-18882,5.71,COMMUNITY,SUR-13913
LR-18883,FRA-18883,6.27,FOREST,SUR-37793
LR-18884,FRA-18884,2.24,FOREST,SUR-37584
LR-18885,FRA-18885,7.23,COMMUNITY,SUR-55544
LR-18886,FRA-18886,0.57,FOREST,SUR-36125
LR-18887,FRA-18887,3.01,REVENUE,SUR-40653
LR-18888,FRA-18888,7.21,REVENUE,SUR-51741
LR-18889,FRA-18889,1.96,REVENUE,SUR-41646
LR-18890,FRA-18890,2.62,COMMUNITY,SUR-47863
LR-18891,FRA-18891,2.45,FOREST,SUR-72656
LR-18892,FRA-18892,4.29,FOREST,SUR-73568
LR-18893,FRA-18893,2.74,REVENUE,SUR-98908
LR-18894,FRA-18894,4.42,FOREST,SUR-70088
LR-18895,FRA-18895,6.42,FOREST,SUR-48363
LR-18896,FRA-18896,5.55,COMMUNITY,SUR-27012
LR-18897,FRA-18897,2.38,FOREST,SUR-17384
LR-18898,FRA-18898,0.6,COMMUNITY,SUR-19956
LR-18899,FRA-18899,1.15,UNCLASSIFIED,SUR-61427
LR-18900,FRA-18900,7.21,COMMUNITY,SUR-60420
LR-18901,FRA-18901,1.32,UNCLASSIFIED,SUR-58121
LR-18902,FRA-18902,7.4,REVENUE,SUR-77760
LR-18903,FRA-18903,6.66,COMMUNITY,SUR-56844
LR-18904,FRA-18904,3.69,REVENUE,SUR-26760
LR-18905,FRA-18905,4.75,REVENUE,SUR-62234
LR-18906,FRA-18906,7.51,FOREST,SUR-84348
LR-18907,FRA-18907,6.55,UNCLASSIFIED,SUR-22986
LR-18908,FRA-18908,4.85,COMMUNITY,SUR-52611
LR-18909,FRA-18909,4.41,UNCLASSIFIED,SUR-27151
LR-18910,FRA-18910,7.41,COMMUNITY,SUR-66986
LR-18911,FRA-18911,0.76,REVENUE,SUR-79016
LR-18912,FRA-18912,7.02,COMMUNITY,SUR-50263
LR-18913,FRA-18913,4.24,REVENUE,SUR-43858
LR-18914,FRA-18914,4.15,COMMUNITY,SUR-40369
LR-18915,FRA-18915,4.9,REVENUE,SUR-30353
LR-18916,FRA-18916,6.47,COMMUNITY,SUR-10061
LR-18917,FRA-18917,7.21,REVENUE,SUR-33080
LR-18918,FRA-18918,2.86,UNCLASSIFIED,SUR-64575
LR-18919,FRA-18919,0.78,UNCLASSIFIED,SUR-39746
LR-18920,FRA-18920,6.3,FOREST,SUR-70922
LR-18921,FRA-18921,5.5,FOREST,SUR-22199
LR-18922,FRA-18922,5.84,UNCLASSIFIED,SUR-56512
LR-18923,FRA-18923,7.37,COMMUNITY,SUR-79977
LR-18924,FRA-18924,2.7,UNCLASSIFIED,SUR-91276
LR-18925,FRA-18925,1.45,REVENUE,SUR-65987
LR-18926,FRA-18926,1.68,COMMUNITY,SUR-56818
LR-18927,FRA-18927,7.36,COMMUNITY,SUR-59987
LR-18928,FRA-18928,3.47,FOREST,SUR-21968
LR-18929,FRA-18929,2.56,FOREST,SUR-10784
LR-18930,FRA-18930,1.09,UNCLASSIFIED,SUR-99096
LR-18931,FRA-18931,1.12,REVENUE,SUR-90297
LR-18932,FRA-18932,3.56,REVENUE,SUR-92158
LR-18933,FRA-18933,2.94,COMMUNITY,SUR-60052
LR-18934,FRA-18934,1.77,REVENUE,SUR-63979
LR-18935,FRA-18935,7.27,REVENUE,SUR-82652
LR-18936,FRA-18936,5.41,UNCLASSIFIED,SUR-35716
LR-18937,FRA-18937,0.55,REVENUE,SUR-32014
LR-18938,FRA-18938,2.85,FOREST,SUR-20462
LR-18939,FRA-18939,7.22,FOREST,SUR-32895
LR-18940,FRA-18940,0.72,FOREST,SUR-60585
LR-18941,FRA-18941,1.13,REVENUE,SUR-91284
LR-18942,FRA-18942,3.57,COMMUNITY,SUR-35797
LR-18943,FRA-18943,4.85,FOREST,SUR-60273
LR-18944,FRA-18944,2.98,FOREST,SUR-64471
LR-18945,FRA-18945,7.67,REVENUE,SUR-20830
LR-18946,FRA-18946,6.74,REVENUE,SUR-46793
LR-18947,FRA-18947,4.15,REVENUE,SUR-13002
LR-18948,FRA-18948,2.24,FOREST,SUR-73057
LR-18949,FRA-18949,7.3,UNCLASSIFIED,SUR-21374
LR-18950,FRA-18950,1.83,COMMUNITY,SUR-35284
LR-18951,FRA-18951,2.08,COMMUNITY,SUR-17092
LR-18952,FRA-18952,5.3,UNCLASSIFIED,SUR-55862
LR-18953,FRA-18953,7.31,FOREST,SUR-13821
LR-18954,FRA-18954,3.67,COMMUNITY,SUR-86215
LR-18955,FRA-18955,0.86,UNCLASSIFIED,SUR-77258
LR-18956,FRA-18956,7.34,REVENUE,SUR-17469
LR-18957,FRA-18957,4.64,UNCLASSIFIED,SUR-15664
LR-18958,FRA-18958,5.46,UNCLASSIFIED,SUR-53154
LR-18959,FRA-18959,4.26,UNCLASSIFIED,SUR-51289
LR-18960,FRA-18960,1.06,REVENUE,SUR-38830
LR-18961,FRA-18961,6.01,FOREST,SUR-90577
LR-18962,FRA-18962,1.52,REVENUE,SUR-99236
LR-18963,FRA-18963,1.07,COMMUNITY,SUR-90747
LR-18964,FRA-18964,4.37,COMMUNITY,SUR-63536
LR-18965,FRA-18965,3.11,COMMUNITY,SUR-70536
LR-18966,FRA-18966,1.09,UNCLASSIFIED,SUR-75088
LR-18967,FRA-18967,5.38,COMMUNITY,SUR-47612
LR-18968,FRA-18968,2.48,FOREST,SUR-27431
LR-18969,FRA-18969,2.31,COMMUNITY,SUR-27519
LR-18970,FRA-18970,2.77,UNCLASSIFIED,SUR-98162
LR-18971,FRA-18971,0.57,REVENUE,SUR-14908
LR-18972,FRA-18972,2.48,COMMUNITY,SUR-21473
LR-18973,FRA-18973,5.77,REVENUE,SUR-16325
LR-18974,FRA-18974,4.64,FOREST,SUR-56688
LR-18975,FRA-18975,4.74,REVENUE,SUR-23544
LR-18976,FRA-18976,0.55,UNCLASSIFIED,SUR-55236
LR-18977,FRA-18977,2.88,FOREST,SUR-23395
LR-18978,FRA-18978,4.09,UNCLASSIFIED,SUR-38993
LR-18979,FRA-18979,3.74,REVENUE,SUR-44017
LR-18980,FRA-18980,2.88,FOREST,SUR-42082
LR-18981,FRA-18981,6.57,REVENUE,SUR-98800
LR-18982,FRA-18982,1.76,FOREST,SUR-11396
LR-18983,FRA-18983,1.43,REVENUE,SUR-50402
LR-18984,FRA-18984,4.2,COMMUNITY,SUR-92716
LR-18985,FRA-18985,1.81,COMMUNITY,SUR-20506
LR-18986,FRA-18986,7.4,COMMUNITY,SUR-70142
LR-18987,FRA-18987,5.5,FOREST,SUR-57365
LR-18988,FRA-18988,3.71,FOREST,SUR-47636
LR-18989,FRA-18989,6.05,UNCLASSIFIED,SUR-23747
LR-18990,FRA-18990,0.91,FOREST,SUR-53612
LR-18991,FRA-18991,5.93,COMMUNITY,SUR-54675
LR-18992,FRA-18992,6.03,COMMUNITY,SUR-95847
LR-18993,FRA-18993,0.8,REVENUE,SUR-59648
LR-18994,FRA-18994,4.97,COMMUNITY,SUR-48173
LR-18995,FRA-18995,6.54,FOREST,SUR-57120
LR-18996,FRA-18996,2.35,FOREST,SUR-24301
LR-18997,FRA-18997,2.91,REVENUE,SUR-36117
LR-18998,FRA-18998,1.39,FOREST,SUR-96056
LR-18999,FRA-18999,5.01,FOREST,SUR-61907
LR-19000,FRA-19000,1.27,FOREST,SUR-89857
LR-19001,FRA-19001,7.67,REVENUE,SUR-20566
LR-19002,FRA-19002,3.56,REVENUE,SUR-82395
LR-19003,FRA-19003,0.65,REVENUE,SUR-21787
LR-19004,FRA-19004,0.59,UNCLASSIFIED,SUR-87116
LR-19005,FRA-19005,2.57,COMMUNITY,SUR-22302
LR-19006,FRA-19006,2.91,UNCLASSIFIED,SUR-60258
LR-19007,FRA-19007,3.63,UNCLASSIFIED,SUR-99254
LR-19008,FRA-19008,3.96,UNCLASSIFIED,SUR-67882
LR-19009,FRA-19009,5.65,COMMUNITY,SUR-77149
LR-19010,FRA-19010,1.96,UNCLASSIFIED,SUR-97289
LR-19011,FRA-19011,3.8,REVENUE,SUR-22035
LR-19012,FRA-19012,1.02,FOREST,SUR-51247
LR-19013,FRA-19013,4.47,COMMUNITY,SUR-94796
LR-19014,FRA-19014,4.59,UNCLASSIFIED,SUR-20788
LR-19015,FRA-19015,3.93,UNCLASSIFIED,SUR-71721
LR-19016,FRA-19016,6.9,FOREST,SUR-78750
LR-19017,FRA-19017,5.23,FOREST,SUR-77531
LR-19018,FRA-19018,6.17,COMMUNITY,SUR-21204
LR-19019,FRA-19019,5.08,REVENUE,SUR-97404
LR-19020,FRA-19020,2.35,REVENUE,SUR-85060
LR-19021,FRA-19021,5.37,REVENUE,SUR-37184
LR-19022,FRA-19022,5.9,COMMUNITY,SUR-18207
LR-19023,FRA-19023,2.8,COMMUNITY,SUR-92895
LR-19024,FRA-19024,1.47,UNCLASSIFIED,SUR-69989
LR-19025,FRA-19025,7.43,COMMUNITY,SUR-80836
LR-19026,FRA-19026,3.3,FOREST,SUR-21814
LR-19027,FRA-19027,5.1,UNCLASSIFIED,SUR-76976
LR-19028,FRA-19028,5.41,FOREST,SUR-75125
LR-19029,FRA-19029,3.88,FOREST,SUR-84592
LR-19030,FRA-19030,4.79,COMMUNITY,SUR-53050
LR-19031,FRA-19031,5.74,UNCLASSIFIED,SUR-34778
LR-19032,FRA-19032,4.28,COMMUNITY,SUR-26005
LR-19033,FRA-19033,2.09,COMMUNITY,SUR-83967
LR-19034,FRA-19034,1.22,UNCLASSIFIED,SUR-65144
LR-19035,FRA-19035,1.38,REVENUE,SUR-73567
LR-19036,FRA-19036,7.27,REVENUE,SUR-15740
LR-19037,FRA-19037,6.24,FOREST,SUR-52093
LR-19038,FRA-19038,5.01,UNCLASSIFIED,SUR-15880
LR-19039,FRA-19039,2.78,REVENUE,SUR-99480
LR-19040,FRA-19040,3.35,UNCLASSIFIED,SUR-72654
LR-19041,FRA-19041,2.44,FOREST,SUR-54841
LR-19042,FRA-19042,7.38,COMMUNITY,SUR-11400
LR-19043,FRA-19043,0.83,FOREST,SUR-17601
LR-19044,FRA-19044,4.93,COMMUNITY,SUR-47995
LR-19045,FRA-19045,3.79,REVENUE,SUR-78394
LR-19046,FRA-19046,4.64,FOREST,SUR-32836
LR-19047,FRA-19047,3.65,UNCLASSIFIED,SUR-16761
LR-19048,FRA-19048,1.5,UNCLASSIFIED,SUR-46535
LR-19049,FRA-19049,3.78,REVENUE,SUR-44004
LR-19050,FRA-19050,4.2,COMMUNITY,SUR-17899
LR-19051,FRA-19051,2.56,REVENUE,SUR-62872
LR-19052,FRA-19052,5.41,COMMUNITY,SUR-79550
LR-19053,FRA-19053,0.99,COMMUNITY,SUR-58915
LR-19054,FRA-19054,7.08,UNCLASSIFIED,SUR-39830
LR-19055,FRA-19055,0.98,REVENUE,SUR-11672
LR-19056,FRA-19056,6.62,COMMUNITY,SUR-70853
LR-19057,FRA-19057,3.37,REVENUE,SUR-79273
LR-19058,FRA-19058,4.81,UNCLASSIFIED,SUR-89101
LR-19059,FRA-19059,5.34,COMMUNITY,SUR-48605
LR-19060,FRA-19060,1.64,REVENUE,SUR-41633
LR-19061,FRA-19061,5.06,FOREST,SUR-48707
LR-19062,FRA-19062,0.91,FOREST,SUR-86997
LR-19063,FRA-19063,6.5,UNCLASSIFIED,SUR-19334
LR-19064,FRA-19064,5.89,FOREST,SUR-53150
LR-19065,FRA-19065,2.74,COMMUNITY,SUR-93919
LR-19066,FRA-19066,5.74,FOREST,SUR-38784
LR-19067,FRA-19067,6.35,UNCLASSIFIED,SUR-42924
LR-19068,FRA-19068,4.28,FOREST,SUR-67341
LR-19069,FRA-19069,2.7,UNCLASSIFIED,SUR-53181
LR-19070,FRA-19070,5.91,FOREST,SUR-83977
LR-19071,FRA-19071,5.71,UNCLASSIFIED,SUR-72204
LR-19072,FRA-19072,2.88,COMMUNITY,SUR-21805
LR-19073,FRA-19073,5.88,COMMUNITY,SUR-56765
LR-19074,FRA-19074,3.3,REVENUE,SUR-38903
LR-19075,FRA-19075,4.05,FOREST,SUR-22002
LR-19076,FRA-19076,1.47,UNCLASSIFIED,SUR-72758
LR-19077,FRA-19077,2.14,UNCLASSIFIED,SUR-68455
LR-19078,FRA-19078,1.36,REVENUE,SUR-67367
LR-19079,FRA-19079,3.49,REVENUE,SUR-21852
LR-19080,FRA-19080,2.3,REVENUE,SUR-47122
LR-19081,FRA-19081,6.82,UNCLASSIFIED,SUR-21792
LR-19082,FRA-19082,1.3,FOREST,SUR-81218
LR-19083,FRA-19083,4.18,FOREST,SUR-52449
LR-19084,FRA-19084,1.06,COMMUNITY,SUR-94948
LR-19085,FRA-19085,5.97,UNCLASSIFIED,SUR-16790
LR-19086,FRA-19086,7.25,FOREST,SUR-68536
LR-19087,FRA-19087,6.13,REVENUE,SUR-79134
LR-19088,FRA-19088,7.69,FOREST,SUR-27483
LR-19089,FRA-19089,1.66,COMMUNITY,SUR-48357
LR-19090,FRA-19090,1.69,FOREST,SUR-73113
LR-19091,FRA-19091,4.35,UNCLASSIFIED,SUR-76409
LR-19092,FRA-19092,6.21,COMMUNITY,SUR-18899
LR-19093,FRA-19093,5.61,COMMUNITY,SUR-73008
LR-19094,FRA-19094,3.29,UNCLASSIFIED,SUR-45042
LR-19095,FRA-19095,7.93,REVENUE,SUR-84172
LR-19096,FRA-19096,3.96,FOREST,SUR-62362
LR-19097,FRA-19097,5.34,COMMUNITY,SUR-77769
LR-19098,FRA-19098,2.65,REVENUE,SUR-27162
LR-19099,FRA-19099,7.58,FOREST,SUR-61840
LR-19100,FRA-19100,4.29,COMMUNITY,SUR-77981
LR-19101,FRA-19101,2.75,UNCLASSIFIED,SUR-60765
LR-19102,FRA-19102,2.16,REVENUE,SUR-93973
LR-19103,FRA-19103,5.49,COMMUNITY,SUR-90576
LR-19104,FRA-19104,5.15,FOREST,SUR-87748
LR-19105,FRA-19105,5.7,REVENUE,SUR-14359
LR-19106,FRA-19106,6.76,REVENUE,SUR-15634
LR-19107,FRA-19107,1.62,REVENUE,SUR-77741
LR-19108,FRA-19108,2.5,REVENUE,SUR-86876
LR-19109,FRA-19109,2.88,COMMUNITY,SUR-60631
LR-19110,FRA-19110,7.47,UNCLASSIFIED,SUR-26613
LR-19111,FRA-19111,6.99,UNCLASSIFIED,SUR-84111
LR-19112,FRA-19112,3.24,FOREST,SUR-49119
LR-19113,FRA-19113,6.67,COMMUNITY,SUR-43126
LR-19114,FRA-19114,5.76,COMMUNITY,SUR-16379
LR-19115,FRA-19115,5.22,FOREST,SUR-57967
LR-19116,FRA-19116,6.89,UNCLASSIFIED,SUR-87433
LR-19117,FRA-19117,3.83,COMMUNITY,SUR-59445
LR-19118,FRA-19118,2.65,REVENUE,SUR-67969
LR-19119,FRA-19119,1.15,FOREST,SUR-91622
LR-19120,FRA-19120,4.26,REVENUE,SUR-40325
LR-19121,FRA-19121,6.45,COMMUNITY,SUR-81463
LR-19122,FRA-19122,1.81,REVENUE,SUR-35111
LR-19123,FRA-19123,7.52,UNCLASSIFIED,SUR-74873
LR-19124,FRA-19124,6.91,FOREST,SUR-28343
LR-19125,FRA-19125,7.54,FOREST,SUR-54929
LR-19126,FRA-19126,7.07,COMMUNITY,SUR-63786
LR-19127,FRA-19127,1.66,FOREST,SUR-90104
LR-19128,FRA-19128,0.62,REVENUE,SUR-65750
LR-19129,FRA-19129,1.02,COMMUNITY,SUR-12866
LR-19130,FRA-19130,3.51,COMMUNITY,SUR-38213
LR-19131,FRA-19131,4.78,REVENUE,SUR-94304
LR-19132,FRA-19132,4.14,FOREST,SUR-13613
LR-19133,FRA-19133,0.68,FOREST,SUR-66690
LR-19134,FRA-19134,5.98,FOREST,SUR-28778
LR-19135,FRA-19135,2.9,UNCLASSIFIED,SUR-84833
LR-19136,FRA-19136,3.14,UNCLASSIFIED,SUR-30600
LR-19137,FRA-19137,2.08,COMMUNITY,SUR-25704
LR-19138,FRA-19138,1.55,FOREST,SUR-84069
LR-19139,FRA-19139,7.35,REVENUE,SUR-53594
LR-19140,FRA-19140,0.88,REVENUE,SUR-33842
LR-19141,FRA-19141,4.51,FOREST,SUR-26237
LR-19142,FRA-19142,7.03,COMMUNITY,SUR-54387
LR-19143,FRA-19143,4.09,REVENUE,SUR-15866
LR-19144,FRA-19144,5.4,FOREST,SUR-85734
LR-19145,FRA-19145,3.61,REVENUE,SUR-12292
LR-19146,FRA-19146,7.1,FOREST,SUR-45502
LR-19147,FRA-19147,5.81,REVENUE,SUR-42361
LR-19148,FRA-19148,4.34,REVENUE,SUR-12838
LR-19149,FRA-19149,1.26,REVENUE,SUR-55334
LR-19150,FRA-19150,3.26,FOREST,SUR-46750
LR-19151,FRA-19151,4.69,REVENUE,SUR-63127
LR-19152,FRA-19152,2.77,COMMUNITY,SUR-64971
LR-19153,FRA-19153,4.95,REVENUE,SUR-53079
LR-19154,FRA-19154,8.19,FOREST,SUR-75221
LR-19155,FRA-19155,3.69,UNCLASSIFIED,SUR-80885
LR-19156,FRA-19156,7.19,UNCLASSIFIED,SUR-39111
LR-19157,FRA-19157,5.72,REVENUE,SUR-35076
LR-19158,FRA-19158,0.73,FOREST,SUR-61450
LR-19159,FRA-19159,3.41,UNCLASSIFIED,SUR-27432
LR-19160,FRA-19160,1.64,COMMUNITY,SUR-26561
LR-19161,FRA-19161,1.25,COMMUNITY,SUR-28806
LR-19162,FRA-19162,3.31,FOREST,SUR-98128
LR-19163,FRA-19163,1.36,COMMUNITY,SUR-19685
LR-19164,FRA-19164,1.53,UNCLASSIFIED,SUR-81242
LR-19165,FRA-19165,3.01,UNCLASSIFIED,SUR-29957
LR-19166,FRA-19166,1.61,UNCLASSIFIED,SUR-61925
LR-19167,FRA-19167,5.79,FOREST,SUR-81388
LR-19168,FRA-19168,4.59,REVENUE,SUR-53589
LR-19169,FRA-19169,5.89,REVENUE,SUR-49795
LR-19170,FRA-19170,1.78,REVENUE,SUR-43919
LR-19171,FRA-19171,4.3,FOREST,SUR-28825
LR-19172,FRA-19172,1.58,UNCLASSIFIED,SUR-54498
LR-19173,FRA-19173,6.52,FOREST,SUR-93488
LR-19174,FRA-19174,5.75,FOREST,SUR-58100
LR-19175,FRA-19175,3.43,REVENUE,SUR-27497
LR-19176,FRA-19176,2.79,COMMUNITY,SUR-27961
LR-19177,FRA-19177,2.52,REVENUE,SUR-94545
LR-19178,FRA-19178,4.95,FOREST,SUR-58209
LR-19179,FRA-19179,2.24,COMMUNITY,SUR-78516
LR-19180,FRA-19180,5.21,FOREST,SUR-15055
LR-19181,FRA-19181,3.47,UNCLASSIFIED,SUR-71859
LR-19182,FRA-19182,1.1,FOREST,SUR-35098
LR-19183,FRA-19183,4.73,UNCLASSIFIED,SUR-25897
LR-19184,FRA-19184,5.64,FOREST,SUR-45027
LR-19185,FRA-19185,2.69,COMMUNITY,SUR-44106
LR-19186,FRA-19186,2.31,UNCLASSIFIED,SUR-17151
LR-19187,FRA-19187,3.89,COMMUNITY,SUR-29654
LR-19188,FRA-19188,5.51,FOREST,SUR-62028
LR-19189,FRA-19189,1.29,REVENUE,SUR-28228
LR-19190,FRA-19190,5.65,COMMUNITY,SUR-26572
LR-19191,FRA-19191,5.13,REVENUE,SUR-42242
LR-19192,FRA-19192,5.3,REVENUE,SUR-23201
LR-19193,FRA-19193,4.27,FOREST,SUR-57959
LR-19194,FRA-19194,0.61,UNCLASSIFIED,SUR-89565
LR-19195,FRA-19195,2.5,FOREST,SUR-59374
LR-19196,FRA-19196,0.68,UNCLASSIFIED,SUR-26605
LR-19197,FRA-19197,3.26,COMMUNITY,SUR-78093
LR-19198,FRA-19198,3.64,REVENUE,SUR-15529
LR-19199,FRA-19199,3.74,UNCLASSIFIED,SUR-55411
LR-19200,FRA-19200,7.49,FOREST,SUR-19023
LR-19201,FRA-19201,7.76,FOREST,SUR-34805
LR-19202,FRA-19202,3.24,COMMUNITY,SUR-18184
LR-19203,FRA-19203,3.22,UNCLASSIFIED,SUR-72121
LR-19204,FRA-19204,8.08,REVENUE,SUR-83641
LR-19205,FRA-19205,4.57,FOREST,SUR-83367
LR-19206,FRA-19206,3.61,UNCLASSIFIED,SUR-48709
LR-19207,FRA-19207,2.27,FOREST,SUR-16306
LR-19208,FRA-19208,1.12,REVENUE,SUR-43846
LR-19209,FRA-19209,1.98,FOREST,SUR-97234
LR-19210,FRA-19210,7.76,UNCLASSIFIED,SUR-42902
LR-19211,FRA-19211,5.14,REVENUE,SUR-71616
LR-19212,FRA-19212,0.57,COMMUNITY,SUR-13425
LR-19213,FRA-19213,6.07,FOREST,SUR-49409
LR-19214,FRA-19214,6.02,REVENUE,SUR-83568
LR-19215,FRA-19215,3.19,FOREST,SUR-80984
LR-19216,FRA-19216,1.93,FOREST,SUR-32919
LR-19217,FRA-19217,3.31,FOREST,SUR-82430
LR-19218,FRA-19218,4.66,UNCLASSIFIED,SUR-82443
LR-19219,FRA-19219,0.97,REVENUE,SUR-31648
LR-19220,FRA-19220,5.63,REVENUE,SUR-59596
LR-19221,FRA-19221,0.66,REVENUE,SUR-59306
LR-19222,FRA-19222,0.97,REVENUE,SUR-75803
LR-19223,FRA-19223,2.61,UNCLASSIFIED,SUR-46914
LR-19224,FRA-19224,2.85,REVENUE,SUR-47754
LR-19225,FRA-19225,6.14,FOREST,SUR-41796
LR-19226,FRA-19226,7.38,COMMUNITY,SUR-14708
LR-19227,FRA-19227,1.09,UNCLASSIFIED,SUR-56605
LR-19228,FRA-19228,5.48,REVENUE,SUR-95803
LR-19229,FRA-19229,6.74,REVENUE,SUR-55876
LR-19230,FRA-19230,5.83,REVENUE,SUR-37276
LR-19231,FRA-19231,8.17,REVENUE,SUR-47211
LR-19232,FRA-19232,4.76,UNCLASSIFIED,SUR-99600
LR-19233,FRA-19233,4.54,UNCLASSIFIED,SUR-19709
LR-19234,FRA-19234,2.69,COMMUNITY,SUR-64216
LR-19235,FRA-19235,7.02,COMMUNITY,SUR-86160
LR-19236,FRA-19236,2.16,COMMUNITY,SUR-71716
LR-19237,FRA-19237,5.54,UNCLASSIFIED,SUR-66173
LR-19238,FRA-19238,4.78,FOREST,SUR-21333
LR-19239,FRA-19239,7.82,REVENUE,SUR-30642
LR-19240,FRA-19240,1.55,COMMUNITY,SUR-34462
LR-19241,FRA-19241,4.79,REVENUE,SUR-11035
LR-19242,FRA-19242,0.7,COMMUNITY,SUR-48484
LR-19243,FRA-19243,6.52,FOREST,SUR-78982
LR-19244,FRA-19244,3.27,COMMUNITY,SUR-30146
LR-19245,FRA-19245,2.44,FOREST,SUR-68686
LR-19246,FRA-19246,2.0,COMMUNITY,SUR-84575
LR-19247,FRA-19247,3.93,FOREST,SUR-12461
LR-19248,FRA-19248,5.42,FOREST,SUR-72139
LR-19249,FRA-19249,3.77,FOREST,SUR-92340
LR-19250,FRA-19250,3.47,REVENUE,SUR-13123
LR-19251,FRA-19251,4.8,COMMUNITY,SUR-17142
LR-19252,FRA-19252,6.26,COMMUNITY,SUR-93290
LR-19253,FRA-19253,8.0,FOREST,SUR-84716
LR-19254,FRA-19254,2.48,FOREST,SUR-82180
LR-19255,FRA-19255,1.44,UNCLASSIFIED,SUR-30872
LR-19256,FRA-19256,6.31,COMMUNITY,SUR-89125
LR-19257,FRA-19257,2.5,COMMUNITY,SUR-20901
LR-19258,FRA-19258,2.04,FOREST,SUR-56641
LR-19259,FRA-19259,3.11,COMMUNITY,SUR-53760
LR-19260,FRA-19260,1.6,REVENUE,SUR-45183
LR-19261,FRA-19261,7.36,COMMUNITY,SUR-95626
LR-19262,FRA-19262,6.72,REVENUE,SUR-50795
LR-19263,FRA-19263,4.2,UNCLASSIFIED,SUR-22791
LR-19264,FRA-19264,2.72,UNCLASSIFIED,SUR-83414
LR-19265,FRA-19265,2.0,COMMUNITY,SUR-19216
LR-19266,FRA-19266,5.52,UNCLASSIFIED,SUR-96687
LR-19267,FRA-19267,3.31,COMMUNITY,SUR-29242
LR-19268,FRA-19268,3.55,UNCLASSIFIED,SUR-61796
LR-19269,FRA-19269,6.36,REVENUE,SUR-28402
LR-19270,FRA-19270,3.25,FOREST,SUR-35637
LR-19271,FRA-19271,1.93,UNCLASSIFIED,SUR-42058
